-------------  TOF INSERTIONS  -------------
--- 0 READS          |          1 WRITES 
--- 6 READS          |          227 WRITES 
--- 7 READS          |          149 WRITES 
--- 7 READS          |          41 WRITES 
--- 6 READS          |          99 WRITES 
--- 6 READS          |          131 WRITES 
--- 7 READS          |          9 WRITES 
--- 7 READS          |          241 WRITES 
--- 7 READS          |          237 WRITES 
--- 6 READS          |          195 WRITES 
--- 7 READS          |          25 WRITES 
--- 7 READS          |          25 WRITES 
--- 5 READS          |          167 WRITES 
--- 7 READS          |          57 WRITES 
--- 7 READS          |          25 WRITES 
--- 7 READS          |          197 WRITES 
--- 7 READS          |          173 WRITES 
--- 6 READS          |          43 WRITES 
--- 7 READS          |          9 WRITES 
--- 5 READS          |          55 WRITES 
--- 7 READS          |          209 WRITES 
--- 6 READS          |          155 WRITES 
--- 7 READS          |          85 WRITES 
--- 7 READS          |          65 WRITES 
--- 5 READS          |          103 WRITES 
--- 6 READS          |          243 WRITES 
--- 7 READS          |          49 WRITES 
--- 4 READS          |          239 WRITES 
--- 7 READS          |          69 WRITES 
--- 7 READS          |          90 WRITES 
--- 7 READS          |          135 WRITES 
--- 7 READS          |          63 WRITES 
--- 6 READS          |          197 WRITES 
--- 1 READS          |          129 WRITES 
--- 6 READS          |          85 WRITES 
--- 7 READS          |          239 WRITES 
--- 4 READS          |          113 WRITES 
--- 7 READS          |          139 WRITES 
--- 7 READS          |          119 WRITES 
--- 7 READS          |          247 WRITES 
--- 7 READS          |          215 WRITES 
--- 7 READS          |          43 WRITES 
--- 5 READS          |          153 WRITES 
--- 7 READS          |          99 WRITES 
--- 7 READS          |          79 WRITES 
--- 6 READS          |          253 WRITES 
--- 5 READS          |          57 WRITES 
--- 7 READS          |          227 WRITES 
--- 7 READS          |          135 WRITES 
--- 6 READS          |          181 WRITES 
--- 7 READS          |          227 WRITES 
--- 7 READS          |          59 WRITES 
--- 7 READS          |          147 WRITES 
--- 7 READS          |          79 WRITES 
--- 6 READS          |          5 WRITES 
--- 6 READS          |          253 WRITES 
--- 7 READS          |          171 WRITES 
--- 7 READS          |          119 WRITES 
--- 7 READS          |          195 WRITES 
--- 7 READS          |          107 WRITES 
--- 7 READS          |          239 WRITES 
--- 5 READS          |          217 WRITES 
--- 7 READS          |          87 WRITES 
--- 6 READS          |          29 WRITES 
--- 7 READS          |          163 WRITES 
--- 6 READS          |          85 WRITES 
--- 6 READS          |          229 WRITES 
--- 5 READS          |          9 WRITES 
--- 6 READS          |          237 WRITES 
--- 7 READS          |          143 WRITES 
--- 6 READS          |          125 WRITES 
--- 3 READS          |          33 WRITES 
--- 7 READS          |          87 WRITES 
--- 7 READS          |          255 WRITES 
--- 6 READS          |          133 WRITES 
--- 4 READS          |          113 WRITES 
--- 6 READS          |          13 WRITES 
--- 7 READS          |          183 WRITES 
--- 7 READS          |          131 WRITES 
--- 7 READS          |          255 WRITES 
--- 7 READS          |          191 WRITES 
--- 7 READS          |          27 WRITES 
--- 7 READS          |          235 WRITES 
--- 7 READS          |          151 WRITES 
--- 7 READS          |          143 WRITES 
--- 5 READS          |          73 WRITES 
--- 7 READS          |          15 WRITES 
--- 7 READS          |          63 WRITES 
--- 6 READS          |          213 WRITES 
--- 7 READS          |          195 WRITES 
--- 7 READS          |          247 WRITES 
--- 7 READS          |          47 WRITES 
--- 6 READS          |          37 WRITES 
--- 7 READS          |          71 WRITES 
--- 7 READS          |          199 WRITES 
--- 4 READS          |          17 WRITES 
--- 7 READS          |          111 WRITES 
--- 7 READS          |          31 WRITES 
--- 5 READS          |          41 WRITES 
--- 6 READS          |          238 WRITES 
--- 7 READS          |          193 WRITES 
--- 7 READS          |          153 WRITES 
--- 7 READS          |          217 WRITES 
--- 2 READS          |          195 WRITES 
--- 7 READS          |          237 WRITES 
--- 7 READS          |          205 WRITES 
--- 6 READS          |          151 WRITES 
--- 7 READS          |          35 WRITES 
--- 7 READS          |          103 WRITES 
--- 7 READS          |          19 WRITES 
--- 7 READS          |          47 WRITES 
--- 7 READS          |          217 WRITES 
--- 4 READS          |          243 WRITES 
--- 7 READS          |          209 WRITES 
--- 7 READS          |          193 WRITES 
--- 7 READS          |          197 WRITES 
--- 6 READS          |          151 WRITES 
--- 7 READS          |          43 WRITES 
--- 7 READS          |          183 WRITES 
--- 6 READS          |          85 WRITES 
--- 7 READS          |          59 WRITES 
--- 6 READS          |          215 WRITES 
--- 6 READS          |          151 WRITES 
--- 7 READS          |          157 WRITES 
--- 4 READS          |          81 WRITES 
--- 6 READS          |          231 WRITES 
--- 7 READS          |          27 WRITES 
--- 6 READS          |          109 WRITES 
--- 6 READS          |          239 WRITES 
--- 6 READS          |          13 WRITES 
--- 7 READS          |          51 WRITES 
--- 7 READS          |          145 WRITES 
--- 6 READS          |          175 WRITES 
--- 2 READS          |          65 WRITES 
--- 5 READS          |          9 WRITES 
--- 7 READS          |          201 WRITES 
--- 7 READS          |          233 WRITES 
--- 6 READS          |          183 WRITES 
--- 7 READS          |          149 WRITES 
--- 6 READS          |          247 WRITES 
--- 7 READS          |          197 WRITES 
--- 7 READS          |          149 WRITES 
--- 6 READS          |          247 WRITES 
--- 6 READS          |          37 WRITES 
--- 7 READS          |          7 WRITES 
--- 6 READS          |          109 WRITES 
--- 7 READS          |          87 WRITES 
--- 6 READS          |          77 WRITES 
--- 7 READS          |          241 WRITES 
--- 8 READS          |          1 WRITES 
--- 5 READS          |          105 WRITES 
--- 7 READS          |          149 WRITES 
--- 4 READS          |          179 WRITES 
--- 6 READS          |          215 WRITES 
--- 5 READS          |          203 WRITES 
--- 8 READS          |          131 WRITES 
--- 4 READS          |          211 WRITES 
--- 1 READS          |          129 WRITES 
--- 7 READS          |          83 WRITES 
--- 6 READS          |          109 WRITES 
--- 7 READS          |          43 WRITES 
--- 7 READS          |          233 WRITES 
--- 7 READS          |          197 WRITES 
--- 6 READS          |          207 WRITES 
--- 5 READS          |          155 WRITES 
--- 7 READS          |          47 WRITES 
--- 7 READS          |          153 WRITES 
--- 7 READS          |          165 WRITES 
--- 7 READS          |          35 WRITES 
--- 7 READS          |          162 WRITES 
--- 7 READS          |          135 WRITES 
--- 7 READS          |          31 WRITES 
--- 4 READS          |          49 WRITES 
--- 5 READS          |          205 WRITES 
--- 6 READS          |          21 WRITES 
--- 7 READS          |          11 WRITES 
--- 7 READS          |          35 WRITES 
--- 5 READS          |          75 WRITES 
--- 5 READS          |          107 WRITES 
--- 6 READS          |          193 WRITES 
--- 5 READS          |          237 WRITES 
--- 4 READS          |          181 WRITES 
--- 6 READS          |          209 WRITES 
--- 5 READS          |          157 WRITES 
--- 8 READS          |          67 WRITES 
--- 4 READS          |          17 WRITES 
--- 7 READS          |          243 WRITES 
--- 7 READS          |          93 WRITES 
--- 6 READS          |          153 WRITES 
--- 7 READS          |          247 WRITES 
--- 7 READS          |          97 WRITES 
--- 5 READS          |          221 WRITES 
--- 5 READS          |          123 WRITES 
--- 5 READS          |          57 WRITES 
--- 7 READS          |          59 WRITES 
--- 7 READS          |          139 WRITES 
--- 7 READS          |          7 WRITES 
--- 7 READS          |          69 WRITES 
--- 7 READS          |          175 WRITES 
--- 7 READS          |          175 WRITES 
--- 7 READS          |          139 WRITES 
--- 6 READS          |          217 WRITES 
--- 7 READS          |          255 WRITES 
--- 7 READS          |          235 WRITES 
--- 7 READS          |          59 WRITES 
--- 6 READS          |          79 WRITES 
--- 6 READS          |          137 WRITES 
--- 7 READS          |          97 WRITES 
--- 6 READS          |          87 WRITES 
--- 7 READS          |          147 WRITES 
--- 6 READS          |          201 WRITES 
--- 5 READS          |          237 WRITES 
--- 5 READS          |          91 WRITES 
--- 7 READS          |          101 WRITES 
--- 5 READS          |          123 WRITES 
--- 7 READS          |          113 WRITES 
--- 6 READS          |          37 WRITES 
--- 7 READS          |          3 WRITES 
--- 7 READS          |          77 WRITES 
--- 5 READS          |          25 WRITES 
--- 4 READS          |          49 WRITES 
--- 7 READS          |          259 WRITES 
--- 4 READS          |          213 WRITES 
--- 7 READS          |          121 WRITES 
--- 7 READS          |          3 WRITES 
--- 6 READS          |          53 WRITES 
--- 7 READS          |          143 WRITES 
--- 7 READS          |          105 WRITES 
--- 3 READS          |          229 WRITES 
--- 5 READS          |          221 WRITES 
--- 7 READS          |          89 WRITES 
--- 8 READS          |          1 WRITES 
--- 7 READS          |          167 WRITES 
--- 6 READS          |          127 WRITES 
--- 7 READS          |          59 WRITES 
--- 5 READS          |          75 WRITES 
--- 5 READS          |          141 WRITES 
--- 4 READS          |          17 WRITES 
--- 7 READS          |          39 WRITES 
--- 6 READS          |          30 WRITES 
--- 7 READS          |          121 WRITES 
--- 8 READS          |          133 WRITES 
--- 6 READS          |          185 WRITES 
--- 7 READS          |          27 WRITES 
--- 1 READS          |          131 WRITES 
--- 5 READS          |          9 WRITES 
--- 6 READS          |          5 WRITES 
--- 6 READS          |          29 WRITES 
--- 5 READS          |          223 WRITES 
--- 6 READS          |          203 WRITES 
--- 6 READS          |          251 WRITES 
--- 7 READS          |          175 WRITES 
--- 7 READS          |          81 WRITES 
--- 6 READS          |          203 WRITES 
--- 7 READS          |          73 WRITES 
--- 7 READS          |          171 WRITES 
--- 8 READS          |          199 WRITES 
--- 6 READS          |          211 WRITES 
--- 5 READS          |          207 WRITES 
--- 6 READS          |          185 WRITES 
